gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,65,1,2,0,2,2,2,2,2,2,2,0,1,97.7,6506.15,0
1,0,1,0,66,1,2,1,2,2,2,2,2,2,2,0,1,118.95,8375.05,0
1,1,0,0,32,1,0,0,0,2,2,2,2,0,1,1,1,74.65,2497.35,1
1,0,1,1,66,1,2,0,2,2,2,2,0,0,2,0,1,76.6,5016.65,0
1,0,1,0,43,1,2,1,2,2,0,0,2,0,0,1,0,98.35,4733.1,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,1,3,23.7,776.25,0
1,0,0,0,62,1,2,0,2,2,2,0,0,2,1,1,1,81.4,5023.0,0
0,0,1,1,29,1,2,0,2,2,0,0,0,0,0,1,1,63.95,2136.9,0
1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,3,33.85,216.45,0
1,1,1,0,29,1,2,1,0,0,2,0,0,0,1,1,0,86.1,2815.25,0
1,0,1,1,62,1,0,1,2,2,0,2,0,2,2,0,0,99.6,6683.4,0
0,0,0,0,0,1,2,1,0,0,2,2,0,0,0,1,2,87.25,417.75,0
0,0,1,0,6,1,0,2,1,1,1,1,1,1,2,1,2,24.55,264.55,0
1,0,1,1,61,0,1,0,2,0,0,0,2,2,2,0,1,55.4,3281.65,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,1,24.3,475.2,0
1,0,1,1,53,1,0,0,0,2,2,2,2,2,1,0,1,81.25,4541.9,0
1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2,53.9,184.4,1
1,1,0,0,46,0,1,0,2,0,0,0,2,2,0,1,1,53.3,2555.05,0
0,0,1,0,57,1,0,1,0,2,0,0,2,2,1,1,2,100.5,6109.75,0
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,85.0,232.35,0
0,1,1,0,63,1,0,1,2,2,0,0,0,2,1,0,1,91.8,6055.55,0
1,0,1,0,36,1,0,2,1,1,1,1,1,1,2,0,2,24.75,835.5,0
0,1,0,0,39,1,2,1,0,0,2,0,2,2,1,1,0,106.65,4735.35,0
