gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,0,1,26,1,2,1,0,0,0,2,2,2,0,1,2,104.3,2974.5,0
1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,22.4,997.75,0
1,1,0,0,45,1,2,0,2,2,2,2,0,2,2,0,1,84.35,4060.9,0
1,0,0,0,17,1,2,1,0,0,0,0,0,0,0,1,2,76.7,1558.7,0
1,0,0,0,11,1,2,1,2,0,0,0,2,0,0,1,0,90.75,1242.2,0
1,0,1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,94.45,171.45,0
1,0,1,1,50,1,2,1,0,2,0,2,2,2,1,1,2,108.2,5637.85,0
1,0,1,1,11,1,2,0,0,0,2,2,0,0,0,1,0,62.65,867.1,0
0,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,3,46.8,2106.05,0
1,0,0,1,58,1,2,2,1,1,1,1,1,1,2,1,3,27.4,1413.0,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,48.4,518.9,1
1,0,0,0,31,1,0,0,0,0,0,0,2,0,0,0,3,58.0,2010.55,1
1,0,0,0,18,1,0,1,0,2,2,2,0,2,0,1,0,97.95,2142.8,0
0,0,0,0,9,1,0,1,0,2,0,0,0,0,1,1,3,77.65,966.25,0
0,0,1,0,16,1,0,2,1,1,1,1,1,1,1,0,3,23.35,393.15,0
0,1,1,1,68,1,2,0,2,2,2,2,2,2,2,1,0,93.15,6716.45,0
0,0,1,0,39,1,2,1,2,2,0,0,0,2,0,1,2,97.1,4107.3,0
0,0,0,0,29,1,2,1,0,2,0,0,2,2,0,1,2,103.0,3320.6,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,23.85,62.9,0
1,0,0,0,22,1,2,1,0,0,2,2,0,0,0,1,3,87.3,2281.6,0
0,1,1,0,38,1,2,1,0,2,2,0,2,0,0,1,2,98.55,3930.6,0
0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,1,23.4,94.5,0
1,0,0,0,20,1,2,0,0,0,0,2,0,0,1,0,0,57.6,1242.25,0
1,1,1,0,12,1,2,1,0,0,2,0,2,2,0,1,2,101.75,1587.55,1
1,0,1,1,1,1,2,0,2,2,0,2,0,0,0,0,1,67.4,316.9,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,22.8,344.5,0
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,3,27.45,1385.85,0
