gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,62,1,0,0,2,2,2,2,2,2,2,0,3,92.6,6155.4,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,28.35,161.65,0
0,0,1,0,62,1,2,0,2,2,2,2,2,0,2,0,1,86.7,5401.9,0
1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,2,67.35,59.85,1
0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,0,97.4,6342.7,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,27.55,42.7,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,51.95,44.45,0
1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,0,3,32.6,1697.7,0
0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,1,2,87.95,137.1,0
0,0,1,1,15,1,0,1,0,2,2,0,2,0,0,1,0,96.65,2257.75,1
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,84.65,77.15,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,77.55,266.9,1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,1,28.0,402.85,0
1,0,0,0,32,1,2,1,0,0,0,2,2,2,0,1,2,107.8,4222.95,0
0,1,0,0,27,1,2,1,0,0,0,0,2,2,0,1,2,104.05,3580.3,1
1,0,1,1,56,0,1,0,0,0,2,2,2,2,2,0,0,62.15,3632.0,0
1,0,1,0,62,1,2,0,0,2,2,0,2,2,2,0,0,89.65,5784.3,0
1,0,1,1,12,1,0,0,2,0,2,2,2,0,1,1,0,75.0,1544.05,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,52.45,431.0,1
0,1,0,0,56,1,2,1,2,0,0,0,2,2,2,1,0,109.9,6471.85,0
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,56.55,91.1,1
0,0,0,0,23,1,0,1,0,2,0,2,0,0,1,1,0,87.45,2684.85,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,27.3,19.8,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,52.4,44.9,0
1,0,1,1,60,1,2,0,2,2,2,2,2,0,2,1,0,86.75,5731.85,0
1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,86.0,874.2,0
1,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,3,33.25,1345.85,0
1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,3,70.3,62.8,0
0,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,0,112.45,2566.5,1
1,0,0,0,11,1,0,0,2,0,2,0,2,0,0,0,0,72.85,1424.4,0
0,0,1,1,60,1,2,0,2,2,0,0,2,0,2,1,1,76.7,4872.35,0
1,0,1,1,60,1,2,0,2,2,2,2,0,2,1,0,0,85.85,5445.95,0
1,0,1,1,39,1,2,1,0,0,2,0,2,2,0,1,2,107.3,4872.45,1
0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,82.35,708.2,0
0,0,1,1,62,1,2,1,2,2,2,2,2,2,2,1,1,124.3,8456.75,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,37.25,96.85,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,82.75,888.65,0
1,0,0,0,62,1,2,0,2,2,2,2,2,2,2,0,0,94.15,6224.8,0
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,42.7,108.95,1
0,0,1,0,43,1,2,0,2,2,2,0,0,2,1,0,0,81.6,3833.95,0
0,0,1,1,39,1,2,1,0,2,0,0,2,2,1,0,3,107.95,4941.8,1
0,0,1,0,54,1,2,1,0,2,2,2,2,2,0,1,2,118.65,6953.4,0
1,0,1,1,24,1,0,1,0,2,2,0,2,0,0,1,2,97.35,3091.75,0
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,94.3,620.35,1
0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,1,0,91.3,163.7,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,26.95,246.25,0
1,0,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,93.4,5595.3,0
0,0,0,0,28,1,0,1,2,2,2,0,0,0,0,1,1,91.4,3233.6,1
1,0,1,1,9,1,2,1,0,0,2,2,2,2,0,0,2,110.8,2012.7,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,27.2,220.35,0
0,0,1,0,30,1,2,1,2,0,2,0,2,2,1,0,0,113.25,4228.55,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,53.15,45.65,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,78.1,70.6,1
0,0,1,1,62,1,2,0,2,0,2,2,2,2,2,1,0,90.8,6042.7,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,26.6,19.1,1
0,0,0,0,2,1,2,1,0,2,0,0,2,0,0,1,0,97.25,1052.4,1
0,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,111.0,6479.4,0
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,1,1,32.9,399.6,1
0,0,1,0,20,1,0,0,0,2,2,2,0,2,1,0,0,77.75,2198.9,0
0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,2,42.6,446.1,1
1,0,1,1,33,1,2,0,2,0,0,2,0,2,1,1,1,79.4,3173.35,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,51.9,44.4,1
1,0,1,1,47,1,2,1,0,0,0,0,0,0,0,1,2,81.8,4018.35,0
0,0,0,0,32,0,1,0,2,2,2,2,0,2,1,1,2,62.25,2348.45,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,1,1,26.9,460.25,0
0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,3,83.9,76.4,1
0,0,1,1,31,1,0,0,2,2,0,2,2,2,2,0,2,85.95,3126.45,0
1,0,1,0,62,1,2,0,2,2,2,2,0,0,2,1,0,75.3,4804.65,0
0,0,1,0,36,1,0,0,0,2,0,2,2,0,2,1,1,71.7,3009.5,0
1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,42.65,99.75,1
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,27.9,251.65,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,77.6,70.1,1
0,1,0,0,46,1,2,1,0,2,2,2,2,0,2,1,0,107.4,5706.3,0
1,0,1,0,53,1,0,1,2,0,2,0,2,2,2,0,1,107.2,6330.4,0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,1,27.1,678.8,0
0,0,1,1,61,1,2,1,2,2,2,0,2,0,2,0,0,108.0,7030.65,0
1,1,1,0,2,1,0,1,0,0,0,0,0,2,0,1,2,87.95,950.2,1
1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,31.45,1756.2,0
1,0,1,1,57,1,2,1,0,2,0,0,0,2,0,1,0,97.05,6373.1,0
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,1,28.2,587.1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,78.6,71.1,1
0,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,26.8,890.5,0
0,1,0,0,60,1,2,0,0,2,2,2,2,0,2,1,0,83.0,5212.65,0
1,1,1,0,61,1,2,1,2,2,2,2,0,0,1,1,2,99.5,6585.2,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,61.7,140.4,0
