gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,33,0,1,0,0,2,0,0,0,2,0,1,2,46.35,1677.85,0
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,0,26.55,654.55,0
1,0,1,0,5,0,1,0,2,0,0,2,2,2,0,1,2,60.45,706.85,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,25.55,19.55,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,25.45,232.1,0
1,0,1,1,7,1,2,0,0,0,2,2,0,0,0,1,0,65.65,867.1,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,36.55,30.55,0
1,0,1,1,20,1,0,1,0,2,2,2,2,0,1,0,0,98.9,2768.35,0
0,1,1,0,45,1,0,1,0,2,2,2,2,0,1,1,2,100.0,4871.45,0
1,1,1,0,52,1,0,1,0,2,2,0,2,2,1,1,2,103.95,5867.0,0
0,1,0,0,3,1,0,1,0,0,0,0,2,2,0,0,0,95.7,1047.7,1
0,0,0,0,37,1,2,1,2,2,0,0,0,2,1,0,0,102.75,4442.75,0
1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,1,1,81.35,3161.4,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,1,1,25.7,386.5,0
0,1,1,0,45,1,2,2,1,1,1,1,1,1,2,0,1,31.1,1275.6,0
0,0,0,1,53,1,2,2,1,1,1,1,1,1,2,1,1,31.0,1498.35,0
1,0,1,1,27,1,0,2,1,1,1,1,1,1,2,0,0,26.5,759.35,0
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,82.05,2227.8,0
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,24.85,84.2,0
0,0,1,1,50,0,1,0,0,0,2,2,2,2,2,1,1,61.5,3166.9,0
0,0,0,0,39,1,2,1,2,0,2,0,2,0,1,0,1,100.9,4615.25,0
1,0,1,0,1,1,2,1,2,0,0,0,0,2,0,1,2,94.05,801.3,0
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,3,25.6,780.25,0
1,0,1,1,7,1,0,0,0,2,2,2,0,2,0,1,3,75.5,1071.4,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,75.1,435.0,0
0,0,0,0,45,1,0,1,2,2,2,2,0,2,2,0,3,105.5,5424.25,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,25.95,19.95,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,26.2,20.2,1
0,0,1,1,55,1,2,1,2,0,0,0,2,2,1,1,1,105.65,6311.2,0
0,1,0,0,7,1,2,1,0,2,0,0,0,2,0,0,2,95.85,1424.95,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,26.95,109.5,0
1,1,1,0,8,1,0,1,0,0,0,0,0,0,0,1,0,77.8,1167.8,1
0,0,0,0,2,1,0,1,2,0,0,0,2,0,0,1,3,90.7,832.05,1
1,0,0,0,8,1,2,1,0,0,0,2,0,2,0,1,1,95.05,1448.6,1
0,1,1,0,52,1,2,1,0,0,2,0,2,2,1,1,1,106.5,6029.0,0
1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,0,0,90.3,1537.9,0
0,1,0,0,24,1,0,1,0,2,0,0,0,0,0,1,2,80.4,2276.95,1
1,1,1,0,32,1,2,1,2,0,0,0,2,2,0,0,2,107.85,4086.3,1
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,104.55,2031.95,0
0,0,1,1,53,1,0,0,0,0,2,2,2,2,2,1,0,79.8,4616.05,0
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,1,1,72.4,2727.8,0
0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,3,25.65,1335.2,0
1,0,1,1,53,1,2,0,0,0,2,2,2,2,2,1,0,87.0,4976.15,0
0,0,1,1,63,0,1,0,2,2,0,2,2,2,2,0,0,65.7,4122.65,0
1,1,1,0,54,1,2,1,2,2,2,0,0,0,0,1,2,95.1,5618.3,0
1,0,0,0,6,1,2,2,1,1,1,1,1,1,1,1,1,30.8,321.7,0
1,0,1,0,53,1,2,1,2,2,0,0,2,2,0,1,2,112.2,6375.2,0
1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,1,67.45,229.55,1
1,0,1,1,52,1,0,0,2,2,2,0,0,0,2,0,0,66.5,3694.45,0
0,0,1,0,46,1,0,2,1,1,1,1,1,1,2,0,1,26.05,1102.4,0
1,1,1,0,59,1,2,1,0,2,0,2,2,2,2,0,0,108.9,6989.7,0
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,25.55,128.6,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,25.95,268.4,0
1,0,1,1,5,1,0,0,0,0,0,0,2,2,1,1,2,70.75,877.35,0
1,0,1,1,51,1,2,1,0,0,2,0,2,2,2,1,1,105.5,5861.75,0
0,0,1,1,57,1,2,1,2,2,0,2,2,0,2,1,1,105.05,6416.7,0
0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,81.75,606.25,1
0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,2,56.6,155.35,1
0,0,0,0,33,1,0,2,1,1,1,1,1,1,1,1,3,25.75,806.95,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,2,25.9,164.6,0
0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,2,46.1,40.1,1
1,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,25.7,1421.9,0
1,0,1,1,63,1,0,1,2,2,2,2,2,0,2,0,1,106.2,7209.0,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,83.65,714.15,1
1,0,0,0,11,1,0,1,0,0,0,2,0,2,1,1,1,93.7,1725.95,0
1,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,1,123.2,8035.95,0
0,0,0,0,9,1,0,1,0,2,0,0,2,0,0,1,2,89.55,1329.15,0
0,1,1,0,64,1,2,1,2,0,2,2,2,2,2,1,3,115.75,8075.35,0
1,0,1,1,35,1,2,0,2,0,0,2,0,2,1,1,1,77.9,3173.35,0
0,1,0,0,5,1,2,1,0,0,0,0,2,2,0,1,2,101.05,1290.0,1
0,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,1,25.6,1012.4,0
0,0,1,1,29,1,0,2,1,1,1,1,1,1,0,0,2,25.35,683.75,0
1,0,0,0,3,1,0,0,0,0,2,0,2,2,0,1,2,75.35,712.25,0
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,85.0,143.65,1
0,0,0,0,45,1,0,1,0,2,2,2,0,2,1,1,1,100.45,5042.75,0
1,0,0,0,30,1,0,1,0,0,0,0,0,0,1,1,0,76.45,2597.6,1
1,0,1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,97.45,171.45,0
1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,3,61.05,55.05,0
0,0,1,0,39,1,2,2,1,1,1,1,1,1,1,0,2,32.9,1250.85,0
1,0,0,0,12,1,2,0,2,0,0,2,0,0,0,0,0,65.2,1191.2,0
